InvoiceNumber;InvoiceDate;InvoiceCurrencyCode;InvoiceBuyersOrderID;InvoiceSenderPartyID;InvoiceSenderPartyIDScheme;InvoiceSenderLegalCompanyID;InvoiceSenderLegalCompanyIDScheme;InvoiceSenderPartyName;InvoiceSenderCountryCode;InvoiceReceiverPartyID;InvoiceReceiverPartyIDScheme;InvoiceReceiverPartyName;InvoiceReceiverCountryCode;InvoiceTotalTaxAmount;InvoiceSubTotalTaxableAmount;InvoiceSubTotalTaxAmount;InvoiceSubTotalTaxCategoryID;InvoiceSubTotalTaxCategoryPercent;InvoiceSubTotalTaxSchemeID;InvoiceTotalLineAmount;InvoiceTaxTotal;InvoiceTotal;InvoicePayableAmount;InvoiceLineID;InvoiceLineQuantity;InvoiceLineUnitCode;InvoiceLineExtensionAmount;InvoiceLineOrderLineReferenceID;InvoiceLineBuyersOrderID;InvoiceLineTotalTaxAmount;InvoiceLineSubTotalTaxableAmount;InvoiceLineSubTotalTaxAmount;InvoiceLineSubTotalTaxCategoryID;InvoiceLineSubTotalTaxCategoryPercent;InvoiceLineSubTotalTaxSchemeID;InvoiceLineItemDescription;InvoiceLineUnitPrice;InvoiceLineBaseQuantity;InvoiceLineBaseQuantityUnitCode;InvoiceLineOrderableUnitFactorRate
AFC-FA18002355t;2018-02-13;EUR;7500350974;FR25377849989;FR:VAT;37784998900035;FR:SIRET;Advanced France Composant;FR;FR61420495178;FR:VAT;Air France DBBL;FR;2.94;14.69;2.94;S;20;VAT;14.69;2.94;17.63;17.63;10;1;EA;;111;7500350974;;14.69;2.94;S;20;VAT;205702 CBL HDMI/M->VGA/M+AUDIO/M1.80M;14.69;1;EA;1
